timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1584778025931,404,HTTP Request,200,OK,Thread Group 1-1,text,true,,2559,117,1,1,403,0,372
